255.40575715110285 16.274344865970665 -1652.7036304039914 74.23632147350038 -44.41418407050012 -2008.132583869697 453.1369238443011 118.7610346290291 -1344.334401863975 -985.4852317786012 -514.0515788904797 -4554.022866523302 537.8848212852002 154.47062187420923 -1243.5257238837428 -2742.682642892528 -765.5154818342448 -9030.456641322295 125.56633842600128 -392.9094749162481 -2881.2958351588977 3.1306122033546 -371.9597375323776 -3202.407998523054 188.2683308734532 -915.047648130549 -4720.280833678122 -52.899031366999665 -233.4700601167954 -3528.2163299102517 -3803.2656674381337 -11748.4609450572 -47347.50012908357 -347.55929052717 -466.695884247555 -4551.036674364817 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
260.68256308827273 26.076150212587837 -1651.0463327268424 -41.30584891681544 -80.66526618973316 -2257.2988401655507 418.7584952383326 108.9404228772788 -1391.7836450457426 -712.1180843276798 -313.8468462839134 -4218.562677645026 538.2461804228999 152.68461817648256 -1245.180191780349 -5813.8344227066345 -708.1546866634033 -18300.561226628026 183.22681531496667 -262.6866477568019 -2529.9576747007986 -64.35527800559619 -371.88234627094073 -3305.733809071453 185.31334631588575 -671.5742376869258 -4120.23592553829 -170.93352536759008 -245.29252619390257 -3123.041572258384 -2271.128604934246 -11162.597007401204 -34866.11458773788 -104.52555466194214 -153.14795903664623 -3197.1524557795638 
283.25999812110126 24.0381250709444 -1663.7331651513364 -22.31283618972148 -124.62338110472736 -2425.1591168874056 416.61416991431844 109.81807913802879 -1393.776972062913 -685.9421264070352 -293.5424807656604 -4076.4097275276413 536.3637940035441 154.63814126330374 -1245.2390180369111 -2112.6283215127437 -189.38772283756703 -6554.442688270557 215.09056948774463 -328.6960753552925 -2704.441125175629 -59.23092834572666 -527.7395312978613 -3859.8977541296786 213.17423923466754 -814.7490996405843 -4713.998411696104 -210.01550465096068 -269.30682785566194 -3289.9310558786296 -1153.3236773640597 -6020.03437332994 -20453.079968177717 14.841297185886969 -89.44240217006012 -2798.363056462785 
288.6552573095377 25.898149364581844 -1653.6621908397685 -15.088514458114632 -145.31103497819663 -2541.8592034875896 418.3833712571052 110.7511588397029 -1391.3069900920623 -947.3092717544231 -369.9751076438064 -5527.333403451006 529.4194593879553 153.73657321949347 -1252.6725061905572 -14385.733538211614 1991.243392915873 -43109.854998903 219.4697360651378 -329.74653382977624 -2686.7479539573455 -57.526402401923114 -647.1347352696984 -4297.480285845949 157.49120741441686 -406.6288369030477 -3040.7991361633585 -246.10457506015393 -321.24329017661444 -3658.198576313067 -236.27448763348957 -1198.7451860979506 -5815.7663409648585 67.6680645857239 -65.4810343053633 -2608.4777042615096 
287.172862291092 25.719676853780403 -1644.5139775227465 -40.454741767344544 -133.72317574430073 -2466.509004514312 414.673602284063 109.81469341705062 -1396.366472212024 -938.7178017850586 -358.67690288890606 -5303.919694369785 529.4655862187161 155.69792547293633 -1251.900233513392 -15228.112510090545 622.3609167171691 -45001.390162308984 212.04328653375296 -329.5118986605509 -2650.703586717327 -63.57343002308323 -582.3825608180342 -4019.463896599164 153.8298004256964 -369.07186818798317 -2879.5661935939174 -347.1096642543271 -466.92439757110435 -4572.924032547614 -364.87689876470483 -1529.0018868080194 -6865.614469295982 -1841.6584340709524 -1841.6182051745952 -10174.514133139844 
291.5257233577477 21.75599032555965 -1644.158195389739 -5.853036851084384 -161.84633123810465 -2427.593300380271 411.9813971734752 108.83710946787451 -1399.6679381020813 -775.0300926986147 -404.20382015695077 -4708.837923371998 525.205888388998 154.622711144252 -1254.1107095768523 -5608.702989687285 -596.6138686007902 -16845.520122362246 230.00012252060145 -347.69393654960885 -2619.269212637854 -11.00001710302883 -659.472913915718 -4002.4541709053196 144.60783260362842 -363.73657311891753 -2761.660448057434 -381.4056330416493 -576.0450079676302 -4401.53169306939 -522.8783174844887 -2247.4661684372877 -8619.710303566379 -610.6028651225332 -548.698872835817 -4648.33277839233 
280.66647146264603 25.927397913537824 -1657.6542601213666 -65.45493059607381 -126.66554034150674 -2524.273862267035 406.55387762280327 105.9556922573242 -1408.4858104770574 -943.6451997581519 -362.7270351080912 -5123.475979285254 520.5706083938079 152.80761089644264 -1260.3758854542732 -6527.331748220078 -173.58280929671082 -18916.137782553218 215.14573143774396 -327.86586074003463 -2694.0720914552535 -74.61763682870229 -563.4711834572698 -4092.521338561441 153.37662433667296 -363.95611278275845 -2857.633652105114 -348.87091601329104 -452.9091264671829 -4236.938583628339 -610.4393121578773 -2598.4589407822855 -9722.200090517008 -627.7593508820879 -545.7621310330313 -5359.925920164721 
283.737642191242 21.999773379086925 -1656.6100656694352 -36.52760664353815 -145.90797730976877 -2436.1842860276374 401.361715938577 104.08988593045427 -1416.3788339966384 -714.9380123658382 -330.5283193277296 -4029.416018379963 516.2220886312772 151.52967656954263 -1264.859195285617 -2057.1703994199866 -305.6526095153907 -6162.796782993217 223.74048300837183 -354.8208218470288 -2716.1946247179617 -47.16271004987365 -603.624245876927 -3961.8542458108927 151.4049803561721 -375.6951746943571 -2901.498079317208 -359.42041078394254 -451.55703402136845 -4077.923125971408 -1000.6135491016817 -4427.919971941303 -15718.191561879239 -473.1495199355411 -403.02814493382044 -4626.337946149509 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
258.1672076212423 25.387674056398833 -1682.8974029453273 -83.95111647184089 -93.43335494538003 -2342.8551561338945 395.79957267202667 103.45856692688271 -1421.2146906086773 -604.1385291093843 -220.789692862227 -3264.3835531770333 513.0130699318778 149.26155679111704 -1276.528590020753 -1380.3292896208009 -249.8467934408853 -4197.325606485231 179.75713937591846 -278.30596560943394 -2674.292647125563 -102.24603387379271 -390.56897738333674 -3543.7643884139306 175.11464030590145 -651.6749114253503 -4059.404227669899 -217.21703419192679 -204.75315642299464 -3232.749672792143 -2018.7988421177004 -8141.402310148152 -25774.876091496986 22.128017171811337 -71.87719671942264 -2668.175089037604 
262.9153010246215 20.200809778198497 -1684.997518089307 -60.40774568034271 -117.75896099135518 -2341.0863768204345 387.1274042211236 98.77286509597582 -1434.9024306163972 -608.5953870853936 -255.83391221865793 -3344.36820674001 507.1168825790965 146.7860145875031 -1282.6635290018576 -1307.1243074357105 -332.15211415083456 -4086.185652420632 182.24150613794686 -306.0848090266792 -2673.5911141051506 -89.80069524033793 -447.5976632880485 -3509.1190714487716 149.1000321237929 -513.0754574116454 -3442.552557778062 -251.39806439581602 -267.8779592505944 -3313.4913505750324 -2277.4204463687765 -9320.160222393015 -27780.307749736065 4.095465776742844 -75.66160274531053 -2580.633203917139 
260.9104955275473 18.25861485842872 -1691.0018221298317 -58.560534986440736 -126.4567335540836 -2334.243107063825 387.0633218909261 97.795131819932 -1437.4200130847278 -553.8634029120419 -247.96858417521526 -3071.616359728473 506.21447901883766 146.2982637610716 -1282.6131553903956 -1048.5080275253654 -275.47881406165124 -3316.9143724260725 181.5924260889708 -313.8024454758005 -2699.8908190533725 -85.18978794913819 -485.4567889142902 -3623.8502246015723 142.5828169128259 -470.98749824847135 -3305.2608618791037 -329.3417196719469 -375.4152823949733 -3868.494035893852 -1704.6695272463428 -5655.82110522911 -21462.721784169556 -835.3975264393189 -681.4298914137294 -6179.435433467767 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
255.37605302118214 15.743576832778762 -1686.8654831216797 -72.70749526921995 -107.13279318330075 -2316.897373407037 378.3338403563154 92.33085571368623 -1452.6053246153904 -617.6456633940177 -209.839729444826 -3298.193397128322 498.82661000604776 141.83594457903166 -1293.4472978060107 -1409.0202301897743 -143.29160213546868 -4211.450451117985 173.84164375133994 -304.8641880807004 -2675.718958769088 -100.16852810418841 -433.3854117565106 -3538.2092058781377 131.39650760214406 -727.1489564510741 -4019.0804644494865 -295.01514587062377 -313.7595570730386 -3697.489805513676 4074.630356269879 15077.470340827822 48537.38939418319 -330.158200669044 -261.1494965159636 -3699.4433098086297 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
268.7665476716836 12.112427993274325 -1688.174005143086 -42.11936450149424 -105.3534001278766 -2417.0591473292543 379.1943336822666 89.87999993074197 -1452.3320214982352 -809.4047384304641 -244.29135795686963 -4537.463007185771 497.26692174292947 140.14812604655765 -1290.99596272695 -7584.742371439651 952.4667110747149 -22387.745165162578 190.23285351979035 -334.61949307987385 -2734.524646013528 -77.82553085892374 -468.8965092663161 -3704.2743374629604 127.54219829129266 -922.0236351244016 -4609.9556370686505 -281.2566267501327 -330.55845568555213 -3896.6258132367516 4264.6044065086935 15171.074767502076 49382.162498699545 -645.3387712831328 -492.4845563956629 -5205.720372945026 
